tweet_id,customer_text,support_reply,weak_intent,gold_intent,gold_escalate,gold_escalation_reason,human_reply_score_1_to_5,annotation_notes,reviewed,split
2675045,"@AppleSupport 11.0.3. Symptoms started in 11. Also happens in programs in bed/@ beach. Gets stuck in side orient or amalgam of both, blocking some buttons","@753008 We appreciate that information!  Next, have you tried the steps listed here: https://t.co/FvlNC7YmZ4",device_hardware,,,,,,False,test
565908,"@AppleSupport Hi, my iphone 8 plus got a black screen w/ spinning wheel in last 3 days. Restore it already and still happen. Still can use for incoming call, but the screen on and off w/ spinning wheel. The phone is getting hot. Please help.","@252644 Thanks for reaching out. Was the iPhone's restore completed and the device set up as new, or was it restored from a backup?",device_hardware,,,,,,False,dev
2729024,@115858 why does the reachability function on my iphone 8 keep failing?? It’s incredibly annoying having to switch my phone off and on again. I can’t even do a soft reset!,@765155 We are here to help. Let's take a look at this for you. What is your current iOS version?,other,,,,,,False,test
1161946,"@115858 your new update has been doing weird things to my phone, what gives?","@393372 We’re available to help. What’s happening with your iPhone? Also, is it fully updated to iOS 11.1? https://t.co/GDrqU22YpT",software_and_update,,,,,,False,test
145243,@AppleSupport why can't I add music from my computer (w/ itunes) to my iphone with Apple Music on ?,"@148918 With Apple Music and iCloud Music Library enabled, music you add to your library should already be available on your device through iCloud. This is why in order to manually sync the content, you'd need to turn off this feature.",billing_and_purchase,,,,,,False,test
2676050,When your phone decides to delete all of your photos and your iCloud account. I hate u @115858 🙃,"@753221 We're here for you! Send us a DM, and we'll take a closer look at this issue together. https://t.co/GDrqU22YpT",service_and_connectivity,,,,,,False,test
600443,How do I turn of Live Photo’s permanently??? It makes my photos really bad quality. @115858,"@262407 Thank you for reaching out to us. After turning off Live Photos within your Camera app, go to Settings &gt; Camera &gt; Preserve Settings. This article has more information for your reference: https://t.co/C3E4kiTqdx",how_to_and_setup,,,,,,False,dev
2852260,"@AppleSupport Yeah, I've tried that. It brings up the login page again, I type in my password again, and then it just gets stuck with loading bar at 50% again! I've also tried starting up in Recovery Mode and running a First Aid check on the Disk Utility but it doesn't say anything's wrong?",@793013 You've done some great steps so far. Let's move over to DM and continue there. https://t.co/GDrqU22YpT,account_and_security,,,,,,False,test
2364459,"@AppleSupport hi, my iCloud has been locked I’ve followed the steps and it isn’t working. Help please","@682653 Hi there. We’ll be glad to offer assistance. To clarify, is your Apple ID locked, or are you attempting to disable Activation Lock?",account_and_security,,,,,,False,test
1905776,"@AppleSupport just got it yesterday after screen replacement!!what should I do,it’s still freezing every now and then /job-DEL04101764307 https://t.co/KlE627n4jA",@227877 Let's move into Direct Message at the ilnk below. We'd like to take a look into this more with you today. https://t.co/GDrqU22YpT,order_and_repair,,,,,,False,test
2398109,all the shit siri ca do she cant turn on my flashlight smh @115858 yall need to get in that,@690161 Thanks for the feedback. We would encourage you to provide your feedback using the following link so your voice can be further heard: https://t.co/eTPVYVFyd8,how_to_and_setup,,,,,,False,test
566734,Hey @AppleSupport trying to register an Apple ID account to a new download of iTunes for a PC and I'm getting this error. What is wrong here? https://t.co/qlHdErIVfx,"@252875 Thanks for reaching out. We'd like some details to assist. Is the information requested entered in the correct fields? Let us know and confirm your country in a DM, we'll continue there. https://t.co/GDrqU22YpT",account_and_security,,,,,,False,dev
2036837,Dear @115858 this is the charger that came with my phone so not sure why it wouldn’t be supported but kindly back off… I’m frustrated 🙄 https://t.co/gES7VrO6J3,"@602207 We'd like to help. What kind of phone do you have? Also, when did you first notice this issue?",billing_and_purchase,,,,,,False,test
162811,"@AppleSupport Heard your offering a deal today, That you receive a gift card with a purchase. Can this be used along with student discount aswell ? 🍎 
Regards",@153613 Hi there. Please reach out to our Sales Support team with questions about purchasing. You'll find them here: https://t.co/8yjRd1Xo0i,billing_and_purchase,,,,,,False,test
1655589,@505248 @115858 My wife's 6 started with the touch disease. After our interactions with customer service we are boycotting @115858,@505247 We'd love to help. DM us what country or region you're located in. https://t.co/GDrqU22YpT,other,,,,,,False,test
613054,@AppleSupport Hi. Is there any way for me to know about the battery health of my iPhone 6s plus? Thank you in advance!,@265769 Thanks for reaching out. We'd be happy to help. Are you experiencing any issues with your battery or just curious? Please let us know more in DM. https://t.co/GDrqU22YpT,device_hardware,,,,,,False,test
2047831,"@AppleSupport can you please sort out the new iOS! Absolutely draining my battery, which previously was lasting all day! So! Frustrating!","@605616 Battery life is important, and we're here for you. To get started, DM us the device you're experiencing this on. https://t.co/GDrqU22YpT",software_and_update,,,,,,False,dev
1892175,@AppleSupport iPhone 7 Plus. Powerbeats 3. AirPods. And my cars Bluetooth sync 3 connection.,"@253148 Thanks for confirming that. You mentioned that the sound issue is with Apple Music, what about things like watching videos or talking on the phone, how's the quality?",service_and_connectivity,,,,,,False,test
1261229,"@AppleSupport I’m logged in on Apple Music but when I click on a song it takes me to the plan payment page, but when I select one it says I’m registered",@415458 We’re investigating this &amp; will update our System Status page as more info becomes available. https://t.co/Fcu0biZf0L,billing_and_purchase,,,,,,False,test
2570160,@AppleSupport Can I get a replacement cap for my Apple Pencil if my iPad has AppleCare?,@728920 We'd like to provide you the best details. DM us what country or region you're located in. https://t.co/GDrqU22YpT,order_and_repair,,,,,,False,test
2125973,@115858 I️ want you to fix this problem.,@626062 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other,,,,,,False,test
1822052,@291700 I’m just having issues in general. @115858 needs to fix their shit.,@546983 Hello. Help is here! Let's meet in a DM and check a few things together. It will be our pleasure to get started here: https://t.co/GDrqU22YpT,other,,,,,,False,dev
1926162,@115858 can you please stop turning my Bluetooth on,@573259 Hello there. Can you share with us which device and the current iOS you're using? DM us and we'll continue from there. https://t.co/GDrqU22YpT,service_and_connectivity,,,,,,False,test
1249033,"@AppleSupport hi, why do I keep getting this message when trying to sign into app store? https://t.co/ExrK78GHIE","@393837 Thanks for reaching out, we're here to help. DM us here to continue: https://t.co/GDrqU22YpT",account_and_security,,,,,,False,test
2739471,@AppleSupport Nope!,"@767531 Thank you. Let's check to see if Restrictions is enabled and let us know in DM by clicking on the link below. You can locate this under Settings &gt; General &gt; Restrictions. If it is enabled, check to see if Accounts is set to ""Do Not Allow Changes"" https://t.co/GDrqU22YpT",software_and_update,,,,,,False,test
2436428,@AppleSupport 7+ and the newest version. Just link me IOS 10 bc iOS 11 trash and will always be trash,@698995 We don't have a way to downgrade the iOS version. Send us a DM and we can continue troubleshooting. https://t.co/GDrqU22YpT,software_and_update,,,,,,False,test
1442444,.@115858 wtf fck u guys doing ??? https://t.co/K56womfe8S,@454693 We'd like to help with replacement options. Meet with us in DM to work this out. https://t.co/GDrqU22YpT,other,,,,,,False,dev
487948,"@AppleSupport The only way to get the App Store to function properly is to restart my phone, which is a pain in the butt.","@231144 That's certainly not what we'd expect you to experience. We'll do all we can to assist. Just to confirm, are you running iOS 11.1.2, our most current version?",billing_and_purchase,,,,,,False,test
2296218,"@AppleSupport unable to fix @90385 device for Bluetooth headset... need help to fix it, reset networking n reset all done but still got stuck... help","@183379 We'd be happy to help out!  Just to make sure we're understanding, you are trying to select ""Forget This Device"" on a Bluetooth headset, but doing so causes your device to freeze.  Is that right?  Which device are you using currently?",service_and_connectivity,,,,,,False,test
1674182,My phone keeps autocorrecting the word I* to I️... how do I️ fix this?? @115858,@509410 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,how_to_and_setup,,,,,,False,test
1939983,@AppleSupport can someone please reach out to me in regards to my iPhone X preorder? I’ve already called CS &amp; visited a store w/o solution.,@577032 We certainly want to assistant with any issues and questions you may have. Select the following link to join us in a DM. https://t.co/GDrqU22YpT,order_and_repair,,,,,,False,test
1700916,@AppleSupport My voice mail asks me for a password but I never made a password,@515762 We've received your DM and will continue there.,account_and_security,,,,,,False,dev
816210,This new iOS 11.0.3 is fucking stupid my phones crashed 3 times since fucking downloading it @AppleSupport,@314362 Let's work together to get this resolved. Are you using a specific app when this occurs? Please DM us. https://t.co/GDrqU22YpT,software_and_update,,,,,,False,test
2025451,How come I woke up and the majority of my messages with saved contacts turned to unsaved phone numbers?? @115858 #iphoneproblems,"@598979 We can look into that with you. To start, DM us back and tell us the iOS version you're using? We'll pick it up from there. https://t.co/GDrqU22YpT",other,,,,,,False,test
2593266,@115858 this last update has completely trashed my phone pls fix it,@734405 We're here to help. Please tell us what's happening with your phone.,software_and_update,,,,,,False,test
2294878,@AppleSupport hi I'd like to know the health of my Battery it seems to be discharging a lot quicker than normal.,@666371 We'd like to help with the battery. DM us what iOS version you're on. https://t.co/GDrqU22YpT,device_hardware,,,,,,False,test
2731328,"Literally to the day, I finally pay off my iPhone plan/finish my contract, I get a warning ⚠️ saying my battery needs a service &amp; I need a replacement, so please visit an Apple store. 

How convenient for you @115858. This is getting beyond a joke.  

@AppleSupport @6623",@765684 We know how essential the battery is to using your iPhone. We'll be happy to look into your options. Can you DM us what country you are in? https://t.co/GDrqU22YpT,order_and_repair,,,,,,False,dev
1539355,@115858 you planning on fixing the glitch with the letter I️ anytime soon?,@477154 Let's look into this together over DM. Please message us the device model and version of OS you are using there: https://t.co/GDrqU22YpT,other,,,,,,False,test
2522516,Hey @117735 &amp; @115858 - which one of you is the reason my iPhone won’t let me make outbound calls?,"@718408 We'd love to help. Let's begin by restarting your iPhone. This will refresh network connectivity as well as the iPhone's software. Restart your iPhone: https://t.co/OWRDHWSt4h
Let us know how that goes?",other,,,,,,False,test
1498680,@AppleSupport $150.  If someone can contact the store and cancel the repair tomorrow morning that would be great. I doubt we get any help,@467964 Thanks for reaching out. Please send us a DM. https://t.co/GDrqU22YpT,order_and_repair,,,,,,False,test
1073816,@115858 you guys are really terrible. Not the service we came to respect. Bluetooth is horrible and the pixel is looking like a change 4 me,@373366 What kind of issues are you having with Bluetooth? Let us know so we can help.,service_and_connectivity,,,,,,False,test
924570,@AppleSupport Well she doesn’t respond to “hey Siri.” I’ve turned her off multiple times. And when I set her up it’s like my microphone doesn’t pick it up,@163969 Do you have Low Power Mode enabled right now?,software_and_update,,,,,,False,dev
225101,"@AppleSupport It appears, but I have to download it all manually to play it offline which is a very slow process as it crashes sometimes",@169775 Got it. DM us and we'll move forward with troubleshooting there. https://t.co/GDrqU22YpT,software_and_update,,,,,,False,test
1138395,@AppleSupport How about you book it in for an out or warranty repair to fix what you broke? I had to send my last iPhone back for repair for same issue,"@157897 If we need to service, we can certainly look into your options, but go ahead and DM us so we can get started. https://t.co/GDrqU22YpT",order_and_repair,,,,,,False,test
2450159,"@AppleSupport When I try to airdrop from my ‘15 MacBook Pro, it can’t find my iPhone 😐",@702216 Do you have the Personal Hotspot turned on for the iPhone? See the Tips section here: https://t.co/EEbaFQMCMU,software_and_update,,,,,,False,test
1626581,Y’all really killing me with this “I” shit for real @115858 fix it,@498064 We'd be happy to help. Send us a DM with a screenshot of what you are seeing. https://t.co/GDrqU22YpT,other,,,,,,False,test
2066241,"@611028 @239037 @611029 I *hate* this @115858 change. Disconnect wifi, toggle airplane mode to force power off. Toggle again. Wifi not only powers on but connects.","@544074 Are you using Control Center to control Wi-Fi? If so, this is expected behavior: https://t.co/G7BHuQnDS6
Questions? DM us: https://t.co/GDrqU22YpT",service_and_connectivity,,,,,,False,dev
151509,"@AppleSupport When do you think you might ""fix"" the glitch when using the pronoun ""I"" while texting, tweeting, etc.????","@150602 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.2. For more info, check out: https://t.co/4f8hwT5to6",software_and_update,,,,,,False,test
2004718,"@115858 uhm can u fix the fact that when the word I️ is typed, this a then the question in the box replaces it??",@592819 Thanks for bringing this to our attention. Can you let us know which iOS version you're using? Send us a DM here: https://t.co/GDrqU22YpT,order_and_repair,,,,,,False,test
1877213,@115858 you guys wanna buy me a new phone? Because iOS 11 and all the updates have destroyed it. Can’t even use it without freezing.,@560366 We're happy to assist. Which iOS 11 version are you currently running? Let us know in a DM and we'll continue there. https://t.co/GDrqU22YpT,software_and_update,,,,,,False,test
1954668,Wtf kind of contact info setup is this @115858 https://t.co/oT5H9DwRzg,"@580223 We'd love to assist you. DM us your exact software version from Settings &gt; General &gt; About, next to version. https://t.co/GDrqU22YpT",how_to_and_setup,,,,,,False,test
2898970,@AppleSupport So i have a pending charge for hulu but i canceled my subscription... HELP,"@803134 Hey, we want to make sure that's taken care of. Please reach out to our iTunes Store team as they handle billing related issues: https://t.co/SDIe7UiyJN",billing_and_purchase,,,,,,False,dev
240111,Seriously @115858 you've released an interim #OS11 update &amp; not fixed the wifi/Bluetooth staying on issue; surely this isn't a feature?!,@173033 We can certainly look into this with you. Are you referring to Wi-Fi and Bluetooth functionality in the Control Center?,service_and_connectivity,,,,,,False,test
1464352,Anyone else find @115858 CarPlay so annoying to use? How do I️ stop letting Siri read my texts out loud when I’m driving?!?,@459895 We're here to help. Reach out to us in a DM and we will work from there. https://t.co/GDrqU22YpT,how_to_and_setup,,,,,,False,test
701670,"@AppleSupport any idea why some of my contacts are no longer saved in my phone? Just unlocked it and BAM, a ton of numbers without saved names??","@287520 Hello there. Let's look into this together and get your contacts back. To get started, let's check how you backup your Contacts (Settings &gt; Contacts &gt; Default Account). What do you see? If you'd prefer to DM, please tap here: https://t.co/GDrqU22YpT",account_and_security,,,,,,False,test
1849594,"The latest iOS update has shrunk my screen, made my WiFi connection go slower, reduced my battery life and memory space. Cheers @115858","@122601 We're here for you. Send us a DM with more details of what's happening, and your iOS version, and we'll go from there: https://t.co/GDrqU22YpT",device_hardware,,,,,,False,test
1532222,@475269 @AppleSupport fix this!!!,@475268 We'd be happy to look into this with you! Send us a DM to get started. https://t.co/GDrqU22YpT,software_and_update,,,,,,False,dev
2477673,@115858 i now have definitely the issue with the #iPhoneX that the touch doesn’t respond when it’s cold. Solution?,@204715 That's unexpected. Let us help. Which version of iOS are you using? You can check in Settings &gt; General &gt; About.,other,,,,,,False,test
1817572,"@AppleSupport Hi, I’ve just realized that my late-2013’15 rMBP battery is swollen with just 100 cycles. Do I need to pay for a replacement?",@545956 Let’s work together to determine your options. Could you let us know more details via a DM? We’ll go from there. https://t.co/GDrqU22YpT,order_and_repair,,,,,,False,test
2311823,@AppleSupport really do not like that I can no longer arrange and manage my app. iTunes 12.7 sucks! Can I roll back?,"@670442 We understand your concerns, and would like to offer support with the latest version of iTunes. Meet us in a DM, we can start there.

You can also submit feedback on this matter as well. Here's how: https://t.co/NOl6FvArt2 https://t.co/GDrqU22YpT",billing_and_purchase,,,,,,False,test
187445,Dear @AppleSupport my iPad’s sound and camera suddenly stop working it was working fine till evening.. now not working,@159986 We'll do everything we can to help you with this. What steps have you tried on your own?,device_hardware,,,,,,False,test
1550825,"I've had to sign in to all my emails 15 times today, icloud isn't working so imessage isn't working and bluetooth won't connect. @115858 why",@220975 We're here for you. DM us the iPhone you're using and the iOS version you're running to get started. https://t.co/GDrqU22YpT,service_and_connectivity,,,,,,False,dev
2295345,@AppleSupport can I get a new charger just by dropping in or do I have to book an appointment? Still within years warranty,"@666499 Great question! We know that your time is valuable, so we always recommend scheduling an appointment prior to visiting the store. Locate the nearest store and schedule your appointment here: https://t.co/PruGCHO1ib",order_and_repair,,,,,,False,test
648582,"My phone is shitting the bed and I'm screaming I'm too poor for a new phone @115858, ok?? Let me be. Please?","@274138 We'd be happy to see how we can help. What's going on with your iPhone? DM us with a detailed description using the link below, and we'll work together to find a solution. https://t.co/GDrqU22YpT",other,,,,,,False,test
1271062,why does this keep happening? 🤔 I'm putting in the right password! @AppleSupport https://t.co/LE9OBFBVIJ,@298128 We have a few steps for you to take: https://t.co/yoNhV7Et2A,account_and_security,,,,,,False,test
2677923,@AppleSupport i want to set up an appointment at the Philadelphia genius bar.  how can i do that?,@753617 We love to help with any issue you're experiencing. What's going on? Reservations can be made here: https://t.co/ugGWwe3u7S,how_to_and_setup,,,,,,False,test
