conversation_id,customer_tweet_id,support_tweet_id,customer_message,support_response,response_behavior,response_quality
124435,124428,124430,"Is this an auto reply? It didn’t stay frozen, thus no restart needed. It should not be doing this.",@143870 We agree that this isn’t expected behavior and we’ll work through fixing this together. DM us to continue. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
124440,125036,125035,"Yeah like my phone is trippin’ , its like i have no control over it.",@143872 What's your model and exact iOS version? Any steps tried since this started and when did this start?,information_request,other
124440,124440,124439,Why the fuck my phone trippin,"@143872 We'd like to help get it running normally again. What's happening with it exactly?

Also, which model do you have and what's the exact iOS version number installed?",troubleshooting,actionable
125007,125006,125005,@115858 Good to see we have time for commercials but can't get any help with fixing the new iOS update that is draining my battery.....,@144016 Go ahead and send us a DM with details about your issue so we can look into this with you. Thank you. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
125009,125009,125008,"mate, I lost a song that I buy, I don't know how it happen, can I get it back?",@144017 We'd love to help get your purchased song back with these steps: https://t.co/I39AyMJNgb,link_resource,actionable
125011,125011,125010,"I feel like we never used to see this from @115858. Could be just me, but watch how janky the transition is from an arrow to a straight line https://t.co/EjauiryzvH","@144018 Thanks for the video. This is normal behavior, but if you'd like to submit feedback about this, we always welcome it here: https://t.co/eTPVYVFyd8

Just reach out again if you need more help and have a good one!",link_resource,actionable
125013,125013,125012,Machine Gun Kelly - Fuck Life ( News Songs 2017 ) https://t.co/gDKLuDgVia via @126972 @5515. Where is this song at? I can’t find it on @115858 music???? Thanks!!!,@144019 Hey. Thanks for your interest. Check out which Apple Music songs are available in your region with this link: https://t.co/GD3awecJOw,troubleshooting,actionable
125015,125015,125014,"@115858 is so terrible, I have contacted them about a Apple Watch that got so hot it burnt my arm.... sent them everything they needed. Said hey would get back to me in 24 hrs....that was Sunday....... if it’s a safety issue you would think they would handle this a lil better",@144020 We'd like to better understand what's happening to see how we can help over Twitter. Please DM us more details here: https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
125017,125017,125016,"God damn it, @115858 
Updated my phone and now my battery life is GONE. Please stop having ur phones bug to update when it ruins the phone. 😡","@144021 That's not the experience we want you to be having with your iPhone. Please send us a DM and tell us which country you're in and which device you're using, and we'll assist you. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
125020,125020,125018,"hi there, I sent an iTunes gift for my friend. This morning he lost it with no reason and can’t find it anywhere. Please help.","@144022 Hi. We are here to help. Check out this link for steps to resend your gift:
https://t.co/dmWUqgVYdP",troubleshooting,generic_escalation
125020,125019,125021,Thank you!,@144022 You are very welcome.,other,other
125023,125023,125022,"@115858 how do I install an agel de operating system, such as, @116230 XP on my iPhone 6? Your new update doesn't work.","@144023 We didn't quite understand what you're asking, but we'd like to help any way we can. What's happening exactly on your iPhone after updating it?

Also, is iOS 11.1.2 the version currently installed?",troubleshooting,actionable
125025,125025,125024,"You get the worst customer service of the year award. No calls, no emails, just empty lies. But that’s what is expected from Apple.",@144024 We're glad you reached out and we definitely want to look into this. Send us a DM to get started: https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
125027,125027,125026,Apple Watch setup has been on this screen for nearly an hour. Help,@144025 We're happy to help with your Apple Watch. The steps here may help: https://t.co/lrUT3FBnPf,link_resource,actionable
125030,125030,125028,I am furious with your company right now. nohelp youmadethesituationworse,"@144026 We'd like to help. Send us a message in DM, and tell us a bit about what's going on. We're here for you.",dm_escalation,guided_escalation
125034,125034,125033,how remove this error,"@144027 We're happy to assist. 

Is this a persistent issue? Meaning if you close the app and reopen it, it remains? Also do you notice this sort of overlap in other apps? 

Finally, what version of iOS are you on? The latest is 11.1.2.",troubleshooting,actionable
125034,125032,125031,Not always but sometimes this error comes,"@144027 If you haven't yet, let's restart your iPhone normally using the steps found here: https://t.co/OWRDHWSt4h Let us know if the behavior occurs again after restarting.",troubleshooting,actionable
125038,125038,125037,"why is MegaBackup considered an application from a verified developer? It is pure malware. Any why are you charging $1,000 to help fix the problem? This seems like a scam.",@144029 Let's help take a look. Follow up with us in DM. Tell us more about what you're experiencing regarding that app there. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
12566,12566,12565,It's a shame that Siri can't be used to turn off the timer. Pain to do it with messy hands. Send to the idea file?,@118507 We value your feedback. Feel free to leave it here: https://t.co/J46COPJzUo,link_resource,actionable
12569,12569,12567,@115858 what’s up with my “I️” being replaced with some bs in my messages? Makes me want to throw the whole phone away.,@118508 Let us help you get this sorted out. Can you tell us which iOS version you are currently using please?,information_request,other
12569,12568,12570,11,@118508 Send us a DM and we can check on more options for you. https://t.co/GDrqU22YpT,troubleshooting,generic_escalation
12572,12572,12571,is there a way to opt out of iMessage and FaceTime during initial setup on an iPhone?,"@118509 We're here for you. There isn't a way to avoid iMessage activation with a number, but you can turn it off: https://t.co/R5zxAawOzV",link_resource,actionable
125748,125748,125747,"Hell with IOS 11 ! Frustated to the core, WiFi Switches on automatically, its become a head ache. Wasting my data , power and unnecessary disturbance during sleep. Please fix my issue ASAP iOS11 frustatedcustomer hateios11","@144214 Thanks for reaching out to us this evening. We'd be happy to look into what's going on. To start, can you let us know which iOS device and version of iOS 11 you're currently using? Also, can you let us know how you're disabling Wi-Fi?",information_request,other
125750,125750,125749,"my new IPhone 8 is lagging, text especially. Is there a way to fix?",@144215 We'd be more than happy to look into it with you. Send us a DM with any details you have and we'll take it from there. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
125753,125753,125751,ummmm what is this?,"@144216 We understand the concern behind seeing that message. Have a look at this article and see if it helps: https://t.co/HH37urdbz9

We're here for you. Please let us know if this helps.",link_resource,actionable
125753,125752,125754,I reset my password and the problem still persists,"@144216 Are you able to log in to https://t.co/tmRhWEkIq4 from a computer? Also, where are you located?",information_request,actionable
125764,125763,125762,@144218 @115858 Same here. iPhone 6s glitchy as hell now with update.,@144217 What kind of issues are you having with the iPhone? We'd love to help out.,information_request,other
125764,125761,125760,"Unresponsive keyboard and buttons, low battery life, disappearing icons and even the time display, wifi/bluetooth always on.","@144217 Thanks for clarifying. We're eager to help get these issues resolved. In order to ensure we're on the same page, please send us a DM and let us know the version number of iOS installed. This can be found under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
125764,125758,125759,"I have a 6 Plus, everyone that I have talked to has been having the issues that he mentioned since the iOS 11 updates. My battery life is terrible now, my cursor/screen freezes & jumps around while I’m typing & I have to do a hard reset every couple of days.","@144218 We expect you to have a great experience running the latest version of iOS, 11.1.2, on your iPhone 6 Plus. Send us a Direct Message, and we'll work together to investigate the behaviors you're running into, so we can offer the best solution. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
125764,125756,125755,The most recent updates have not fixed any of the issues. Wifi and bluetooth antennas turn on by themselves,@144217 Hello. Follow these tips to contol your Wi-Fi and Bluetooth connections in iOS 11: https://t.co/G7BHuQnDS6 Feel free to reach out via DM if you have questions or you're experiencing something other than what you see in the article: https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
12577,12577,12573,"Please, @115858, fix the keyboard bug that changes letter “I️” to other characters",@118510 We'd love to help! Which version of iOS are you using? Which keyboards do you have installed?,troubleshooting,actionable
12577,12574,12578,If I type letter “eye” it does this. I,@118510 Please DM us with the iOS version showing in Settings &gt; General &gt; About. We're eager to look into what's going on. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
125770,125770,125768,hey I can’t seem to send pictures or videos or even post them on all my social media’s,@144219 Let's see what we can find for this together. What happens when you try any of these actions? Are you using old photos or new ones?,troubleshooting,actionable
125770,125766,125765,Also on the bottom right corner there’s a little exclamation point in white,@144219 We received your DM and will continue there.,dm_escalation,generic_escalation
125774,125774,125773,how do i back up to my computer and update ipod/iphone apps now that itunes doesn't do it?,"@144220 Hi there. We're happy to help with this. You can find the steps to make an iTunes backup here: https://t.co/4f8hwT5to6 Update your apps in the App Store on your device under the ""updates"" tab. Let us know if this helps.",troubleshooting,actionable
125774,125772,125771,"I found that earlier, thanks, but it's also an issue with updates to apps which I used to do with iTunes. I'd update all apps and then plug the device in to download them. Now I have to use my data allotment to do the same thing.",@144220 We value your feedback. Many changes in iOS software have been made at the suggestions of user just like you. Send us your feedback here: https://t.co/eTPVYVFyd8,link_resource,actionable
125777,125777,125775,Hey can you tell me why this keeps on popping up? I’m not trying to purchase anything?,@144221 Thanks for reaching out. Do you happen to have any apps trying to download from the App Store?,troubleshooting,actionable
125777,125776,125778,No I don’t. Still keeps popping up.,"@144221 Understood. Is your iPhone currently restoring an iCloud backup? Let us know in DM, and we'll meet you there. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
125780,125780,125779,"i would like to change my apple store region but i cant do it 'cause my apple id balance is $0.01, could you please remove it?",@144222 We'd like to get you in the right direction to assist. For billing issues reach out to our iTunes Store Support team here:  https://t.co/SDIe7UiyJN,link_resource,actionable
125783,125783,125781,see last tweey,@144223 Hello. Follow these tips to use Siri on your Apple Watch: https://t.co/L0xH9gXYAj Feel free to reach out if you have additional questions. Enjoy!,link_resource,actionable
125783,125782,125784,Please look at my photos. Siri is NOT an option in my general settings on the newest apple watch.,@144223 Are you able to find the Siri settings in the Watch app on the iPhone that it's paired with?,troubleshooting,actionable
125783,125786,125787,"No, these are all the options in the general spot. Siri settings also do not appear in search.","@144223 You mentioned wanting to use Siri only on your Apple Watch, is that right? To be sure we understand, do you have Siri disabled on the paired iPhone right now?",information_request,other
125783,125788,125789,"I want siri to remain on both devices. When I say Hey Siri, I only want that feature enabled on my Watch.","@144223 Got it, thanks for clarifying for us. On the paired iPhone,  tap Settings &gt; Siri &amp; Search, and make sure Press Home for Siri is on. Also, let us know in DM what model iPhone your Apple Watch is paired with. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
125791,125791,125790,"My @115858 #iphone just crashed and deleted all of my pictures, which are gone forever because it can’t connect with my #macmini. 
#pissedoff #applehasbecomejunk",@144225 Hello. We know those memories are important. Please DM us and share a few details about what happened: https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
125793,125793,125792,"This is getting out of hand now, I can’t type “it” without I.t auto-correcting to “ I.t “ - Fix This!",@144226 We'd like to help you out. DM us the version of iOS you are running and we can get started. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
125795,125795,125794,I have credit on my account but I can't buy nothing because of billing information,@144227 We're happy to help and to point you in the right direction. Our iTunes Team can help you here with any billing inquiry: https://t.co/SDIe7UiyJN,link_resource,actionable
125801,125801,125796,@115858 is unavailable and their TV doesn’t work. Zero customer service. https://t.co/C703TDtt8O,"@144228 Hi. We are here to help. Please reach out to our Apple TV support team with this link:

 https://t.co/IBIY3vMgPj",link_resource,actionable
125803,125803,125802,My iPhone power button stops functioning after about a day. After a Power Off via Settings>General>Shut Down the button works fine for about another day. iOS issue? Firmware update in process?,"@144229 That's not expected behavior on any version, that said we do recommend making sure you have a current backup, and are updated to the latest release, iOS 11.1.2. This article will guide you through the process of backing up: https://t.co/tHicJHB57O",troubleshooting,actionable
125805,125805,125804,hi @115858 im mad bc my phone was working PERFECTLY FINE UNTIL THE NEW ONE CAME OUT,"@144230 If you're having issues with your iPhone, we're happy to help you address those. Which device model are you using, and what seems to be going on today?",information_request,other
12581,12581,12579,why does I keep showing up as symbols?,@118511 We'd like to see what we can do to assist. What iOS version are you running?,information_request,other
12581,12580,12582,11.0,@118511 We released iOS 11.1 today. Let's update to see if that helps. Here's how: https://t.co/80YRnjDFDk,troubleshooting,actionable
12584,12584,12583,why is my phone doing this,@118512 Let's look into this for you. Send us a DM with your iOS version to get started. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
12586,12586,12585,"What do you make of this? (Top left corner) I am a US customer, and I think my phone has been hacked.",@118513 Let's look into this for you. Send us a DM with your current iOS version to get started. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
12588,12588,12587,"Wow great work @115858 !!! Love the new features on the 7+ (glitching, apps quitting, long pauses on Snapchat) awesome, sweet keep it up",@118514 May we take a look?  Feel free to DM us what iOS version you're on and we'll go from there: https://t.co/GDrqU22YpT,information_request,guided_escalation
12594,12592,12589,@115858 @115858 you see?!!!!! I️ &lt;—- that’s a bug...please fix 😒,@118515 Thanks for contacting. We understand wanting your device to work correctly. Could you please tell us which iOS version you're on?,information_request,other
12594,12591,12593,It’s happening to a lot of my friends,@118515 Let's meet up in DM to continue. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
12596,12596,12595,"Seems I have a virus, I’ve been getting these pop-ups:",@118516 Your security is our absolute priority. Visit this link for info on pop up adds in Safari: https://t.co/qr0pQfKgYD,link_resource,actionable
12599,12599,12597,APPLE WHY IS MY “I’s” coming out as question marked boxes & pounds ?! Fix it jeezus,@118517 Hi. We are here to help. What version of iOS do you have?,information_request,other
12599,12598,12600,Here is the problem,"@118517 We'd be happy to assist. To begin, are you completely updated to iOS 11.1? DM us to let us know. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
12602,12602,12601,Why do you keep charging my card for FREE apps? Im not happy at all.,"@118518 We're here for you. For unrecognized charges, use: https://t.co/taIxXM0mAZ For more help, contact us: https://t.co/SDIe7UiyJN",link_resource,actionable
12605,12605,12603,What’s with the I I I I I I? I just want to write an I (eye),@118519 Can you confirm what iOS version you are running?,information_request,other
12608,12608,12606,Eye can’t type the letter eye without it changing to a? ... yes I reset the keyboard,@118520 We'd love to help! Which version of iOS are you currently updated to? What Keyboards do you have installed?,troubleshooting,actionable
12608,12607,12609,Yayz 11.1 and just 2 English and emoji,@118520 Thank you! Is this issue only occurring in messages or in other applications as well? Send us a DM to let us know. https://t.co/GDrqU22YpT,information_request,guided_escalation
12612,12612,12610,sooooooo any plans to fix all these bugs from the software updates for the iPhone 7??,@118521 We're here to help. What iOS version are you on?,information_request,other
12612,12611,12613,thanks! the 11.0.3 that came out the other day,@118521 Got it. Let us know in DM what the issue is that you're having? We'd be happy to help you out. https://t.co/GDrqU22YpT,information_request,guided_escalation
13197,13197,13195,Écran d’iPhone cassé. Impossible à connecter sur iTunes ... des astuces svp ?,@118713 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,link_resource,actionable
13197,13198,13199,Connect to*,"@118713 We understand how tough that is. Please send us a DM to let us know if you have a recent backup in iCloud, or iTunes. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
13197,13200,13201,Sent,@118713 Excellent! Please look for our response to your DM shortly.,dm_escalation,generic_escalation
13203,13203,13202,my OTG adapter doesn't work on i8plus ios 11.1,@118714 Thanks for reaching out! Please DM your information so we can help with a solution. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
13205,13205,13204,why does my iOS update say it's going to take 5 hours... @115858 #iphone,@118715 We're here to help. How are you updating? Let us know via DM. https://t.co/GDrqU22YpT,information_request,guided_escalation
13208,13208,13206,Annnnnnd @115858 releases the best update yet!!!!! 70 new emojis!?! Fuck yes. But fix my iMessage first. Kthanks.,@118716 We're glad you're excited about the emojis! Let us help with iMessage. What's going on?,information_request,other
13208,13207,13209,It gets stuck sideways and it will go up to previous messages and not show me the latest until I close the app and reopen.,"@118716 Got it. Which device are you experiencing this on? Let us know in DM, and we'll go from there. https://t.co/GDrqU22YpT",information_request,guided_escalation
13211,13211,13210,what is happening with my phone??? I wrote “I got” and that happened,@118717 We can look into this issue together. Send us a DM and let's begin. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
13213,13213,13212,Terror del siglo XXI!!! Ayúdame @115858 ! https://t.co/NyzNMPyY6a,@118718 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,link_resource,actionable
13218,13217,13216,Been having same issue,@118719 We want to help. DM us details on the iOS version you have and which iTunes version. We'll work with you there. https://t.co/GDrqU2kzhr,dm_escalation,guided_escalation
13218,13215,13214,Thanks fixed!!,"@118719 That's great news! If you need anything else, please feel free to reach back out to us.",other,other
13222,13220,13219,@118723 @115858 Mine was still doing it after the update,"@118722 Let's take a look together!  To start, please DM us which device and OS version we're working with: https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
13224,13224,13223,MacOS Sierra is taking up over 100G of my 120G SSD. Why does it take up that much space and can I do anything about it?,@118724 Let's team up in DM and determine how we can clear up this space. You can reach us at the link below. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
13226,13226,13225,Wtf is @115858 doing with my letter “I️”,"@118725 Let's take a look at this together!  To begin, feel free to DM us what iOS version you're currently on. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
13580,13580,13577,buggie spotted,"@118833 Let's work this out! Have you been able to update to iOS 11.1? If not, use the steps here: https://t.co/80YRnjDFDk",troubleshooting,actionable
13580,13578,13581,Ohh got 11.2 beta 1,"@118833 For testing purposes, let's not install the iOS beta just yet. Could you send us a DM with your country to review further? https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
13584,13584,13582,"Dear team, after update my iPhone 6 Plus its hang in the Apple logo screen.","@118834 Don't worry, we've got you covered!  Check out the steps listed here: https://t.co/H7w57rsYVQ",troubleshooting,actionable
13586,13586,13585,I got a crazy security bug issue with iOS 11.1,@118835 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
13588,13588,13587,Why do I need a sim card when I’m joined to the WiFi? I’m only using this phone to test websites.,"@118836 You'll need to insert a SIM and activate the iPhone, once that's done you can remove the SIM and use the iPhone on Wi-Fi.",troubleshooting,actionable
13590,13956,33326,"Eu tbm, ja redefini varias vezes a senha e nada, mas ai o suporte me mandou um link e eu marquei hj para alguém da apple me ligar e ajudar.","@118837  Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",link_resource,actionable
13590,13591,13954,"O meu está acontecendo a mesma coisa, já redefini a senha e nada","@118935 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt.",link_resource,actionable
13590,13590,13589,Tudo bom ??? Todos estão com o mesmo problema e é sempre com o iPhone 7 o que está acontecendo???,"@118837 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",link_resource,actionable
13931,13931,13930,This what happens to my iPhone after I downloaded IOS 11.1,@118926 We certainly want to help! Is this while connected to iTunes? Send us a DM to let us know. https://t.co/GDrqU22YpT,information_request,guided_escalation
13933,13933,13932,"after updating to ios 11.1 I have no service, displays no service. reset networking settings does nothing",@118927 We'd like to see what we can do to assist. DM us and we'll continue from there. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
13935,13935,13934,I’m sorry but wtf is this @115858 https://t.co/EeCgioBGdw,"@118928 We want to help you. DM us, and we'll look into this deeper. https://t.co/GDrqU22YpT",dm_escalation,generic_escalation
13938,13938,13936,it’s been doing this for two days... cmon,"@118929 We're anxious for you to have access to your downloads. Have you had a chance to restart the iPhone? If not, let's do that now.",troubleshooting,actionable
13942,13942,13940,super frustrating trying to send a pano but sending photo works just fine?? Am I doing something wrong? iOS11,@118930 You've come to the right place. We're eager to help. Is this happening with SMS (non-iPhone) contacts as well?,information_request,other
13942,13941,13943,Sent to same group of contacts (one is non iPhone user) worked with photo didn’t work with pano,@118930 We'd love to continue working with you. Let's move the conversation to DM. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
13945,13945,13944,Wait why did my letter “I” change into weird characters?!?,@118931 We'd like to look into this. Does this happen in all apps you use the keyboard with? Which device is this happening on?,information_request,other
13949,13949,13948,I have updated my WatchOS but cannot stream the radio on LTE ( ) . Wi Fi (both tethered and direct from watch) works,@118932 You're in the right place for help. Let us know in a DM if the issue started randomly or since you first setup the Watch. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
13949,13947,13946,Thank you so much for your help.,@118932 You're quite welcome!,other,other
13951,13951,13950,HELP EVERYTIME I TYPE I ONLY SYMBOLS COME UP I WANT TO BE ABLE TO TALK ABOUT MYSELF,@118933 We know it's important to have your device working correctly. We'd like to help. Let's meet in DM. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
13953,13953,13952,@115858 explain to me why my phone decides to stop working when you release new ones,@118934 Please let us know what's happening with your iPhone. We're eager to offer our help and get things resolved.,other,other
14182,14182,14181,what’s up with autocorrect changing it to i.t? i’ve already tried to do the text replacement trick and i.t won’t work,@119006 We'll do everything we can to help get this resolved. What type of device are you using and which version of the operating system is currently installed? Tell us the answers via DM. We'll meet up with you there. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
14212,14212,14211,IOS 11 has been a nightmare since I downloaded it. Battery SOC is all over the board and slower than ever before,@119014 That should not be happening. We'd be happy to help. Which iOS version are you currently using? You can check in Settings &gt; General &gt; About.,troubleshooting,actionable
14214,14214,14213,So now I can’t type “it” without I.T being a problem @115858 has to get I.T together,"@119015 We're here for you! Let us know which device you're using and the iOS version installed, in DM, and we'll get started. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
14231,14231,14230,why iOS Keyboard looks weird in Landscape mode i was typing like nfjfhfbd wanzkdejfc c fallontonight Help me!!,"@119021 Let's work together to figure out what's happening with the keyboard on your iOS device. Send us a DM with what type of device you're using, along with your specific iOS version. We'll continue working with you there. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
14308,14308,14305,MMS bug on iOS 11.1. MMS won’t send on iPhone 6S.,@119044 We'd like to look into what's going on with your MMS. What happens when you try to send? Do you get an error?,troubleshooting,actionable
14308,14306,14309,And this is on both iMessages and SMS. Texts without images work fine. And I just migrated from a old iPhone to a new one!,@119044 Got it. Let's give the steps in the following article a try please: https://t.co/2hgNQH8Vvq Let us know how that goes in a DM. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
14311,14311,14310,Can I un-update my phone so it can stop freezing up and I can stop having to reset it 10 times a day?,@119045 Thank you for reaching out to us. Let's take a look at this in DM. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
14313,14313,14312,Can’t share any photos from iCloud with iOS 11.1,@119046 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
14315,14315,14314,@115858 there is a bug when we type the capital letter i ... fix it it’s annoying.,"@119047 We want to help you. DM us, and we can look into what's going on. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
14319,14319,14318,"My Calendar app doesn’t work at all after iOS 11.1, can’t see other months and it just shuts down, I have an IPhone SE",@119048 We want to help you. Are there any troubleshooting steps you tried on your own? We want to make sure we don't repeat any steps.,information_request,other
14319,14317,14316,"Just deleted and reinstalled the app, but it doesn’t make any difference",@119048 You did a great job going through those steps. DM us here to contiue further:,dm_escalation,generic_escalation
14322,14321,14320,1+2+3=23,@119049 Lets look into this for you. Send us a DM with your exact iOS version to get started. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
14324,14324,14323,just purchased iTunes movie on ATV in HD. Stops to buffer and stream every 5 minutes. Very unpleasant experience. Never had issues with movies. showing 30+ mbps DL,@119050 We want to help with your Apple TV. Click here to reach our team that can assist with your Apple TV: https://t.co/IBIY3vMgPj,link_resource,actionable
14326,14326,14325,"Updated my phone last night & now its stuck in headphone mode, cant hear anything on video, FaceTime & call sound goes in&out",@119051 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
14328,14328,14327,why does this keep happening? Started prior to iOS 11.1 update. Still happens post update.,@119052 Let's look at this closer. Please DM us. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
14330,14330,14329,The amount of times my phone has froze since the newest update is ridiculous. @115858 get your shit together.,@119053 We'd love to help you fix the freezing. This article has steps to fix it: https://t.co/8MvHMFZ83h,link_resource,actionable
14332,14332,14331,@115858 I updated my iPhone and now the Bluetooth is constantly on. Why?,"@119054 Hi. With the iOS 11 update, it can be disabled in your settings. For more information, please visit: https://t.co/G7BHuQnDS6",troubleshooting,actionable
14334,14334,14333,. WHY DOES THIS KEEP HAPPENING,@119055 We want to help! DM us and let us know more about the issues you are having. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
14337,14337,14335,So over @115858 &amp; their awful customer service. Locked out of iCloud for 2 weeks &amp; promised password recovery instructions that never came🖕🏽,"@119056 The best way to verify your account &amp; assist with the Apple ID, is to get support at this link: https://t.co/UJm15vmMM2",link_resource,actionable
14838,14838,14836,iOS 11 is draining the battery on my iPhone 7 twice as fast as iOS 10. Help!,@119210 We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
14838,14837,14839,Help! My computer has been like this since yesterday & I need it. I don’t know what to do.,"@119210 Use the link below to send us a Direct Message. We’ll meet you there, and we can work towards a resolution together. https://t.co/GDrqU22YpT",dm_escalation,generic_escalation
14838,14841,14842,"So, that got me back in, but now Mail won’t work.","@119210 What happens when you try to open or use the Mail app? Let us know more in DM, please. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
14862,14862,14860,my phone was acting up. I then restarted it and now all it does is stay on the apple logo when I turn it on. Wtf,@119216 We’ve got your back. Let us know if the steps in this article help with your iPhone: https://t.co/8MvHMFZ83h,link_resource,actionable
14862,14861,14863,Still same thing smh,"@119216 Thank you for testing out those steps. Send us a DM telling us the iPhone you have, and what happened before you restarted it. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
14865,14865,14864,I’ve tried to do the upgrade program online and can’t. t-mobile as a carrier and no apple store closer then 3hours away. Help,@117235 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
14867,14867,14866,Hey the new iOS is killing me! Email freezing and horrific battery life. What gives- I can’t even go back to old iOS. Grrrrrr,@119217 We're here to help. DM us which iOS device you are using to get started. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
14869,14869,14868,add me to the list of the people having the “question box” autocorrect thing. Running the most current iOS on an iPhone8+.,@119218 Hey there. Let’s take a look further into this. DM us letting us know when this started. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
14871,14871,14870,Also this question mark bullshit is dumb. Fix it @115858 ! https://t.co/bCaVM5Pe8o,@119219 Let's look into this. Send us a DM with your current iOS version to get started. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
15308,15308,15307,Yo why is this happening to everyone I know?? Pls fix this issue. Anyone else?,@119359 Let's look at this together. Please DM us. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
15311,15311,15310,@115858 I’m going to need you guys to fix my iMessage and FaceTime..it’s not activating...spent an hour on the phone with support,"@119360 Thank you for reaching out. We are here to help. Please DM us, and we will continue from there. https://t.co/GDrqU22YpT",dm_escalation,generic_escalation
15313,15313,15312,3rd pair of @115858 ear shaped earbuds to go bad in the left side. I am currently deaf in one ear after a workout #SaveMyRightEar,"@119361 Let's see what we can do to help. Please, send us a DM. We'll move forward from there. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
15315,15315,15314,"4 hrs w/iOS 11.1, no change in battery consumption . Thanks anyway. Can we have iOS 10 back ?",@119362 We're sorry to hear you're still having problems. Please DM us and we'll go from there. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
15318,15317,15316,Still can’t stream,@119363 We're happy to help. Reach us here for more assistance: https://t.co/IBIY3vMgPj,link_resource,actionable
15321,15321,15320,"Dear @115858 I’m returning my iPhone 8+ bc its a POS. Screen wont auto lock, battery drains, horrible cell signal. Its crap. Happy 🎃",@119364 We'd be happy to look into this with you. Please DM us. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
15323,15323,15322,Yo @115858 how come when the IPhone X coming out so soon my phone starts overheating and draining battery when I’m charging it?,@119365 We'd like to take a look at this with you. Let's continue our conversation in DM. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
