conversation_id,turn_number,tweet_id,author_id,role,created_at,text_raw,parent_tweet_id,response_tweet_ids,direct_reply_count,is_branch_point,text_clean,language,quality_flag,thread_id,thread_position
119479,4,119472,AppleSupport,support,2017-11-23 22:50:24+00:00,"@142507 We're trying to find the common thread. Are you able, for example, to play some songs from an album but not all of them? Does this persist after you've rebooted the device?",119474,119473,1,False,,,,119479_thread_352,4.0
119479,5,119473,142507,customer,2017-11-23 23:03:09+00:00,@AppleSupport Thanks again. I can play some songs from the album but not certain ones. It’s the same on a few different albums with the same error message. Restarting my phone hasn’t fixed it,119472,119475,1,False,Thanks again. I can play some songs from the album but not certain ones. It’s the same on a few different albums with the same error message. Restarting my phone hasn’t fixed it,en,KEEP,119479_thread_352,5.0
119479,6,119475,AppleSupport,support,2017-11-23 23:13:34+00:00,"@142507 We want to make sure we don't advise any steps that might result in downloaded songs being deleted. Try going to Settings &gt; [your name] &gt; iCloud and sign out. Then reboot, sign back in and try one of the same songs.",119473,119476,1,False,,,,119479_thread_352,6.0
119479,7,119476,142507,customer,2017-11-23 23:23:07+00:00,@AppleSupport Thanks. I’ve done those steps and still not responded the problem,119475,119477,1,False,Thanks. I’ve done those steps and still not responded the problem,en,KEEP,119479_thread_352,7.0
119479,8,119477,AppleSupport,support,2017-11-23 23:39:28+00:00,@142507 Are you able to try on a different Wi-Fi network? Let us know in DM. https://t.co/GDrqU22YpT,119476,,0,False,,,,119479_thread_352,8.0
119483,1,119483,142508,customer,2017-11-22 15:45:16+00:00,@AppleSupport can you tell me why the new updates now make my iphone6s die at 40% battery? Or if charged overnight to 100% it dies as soon as its unlocked,,119482,1,False,can you tell me why the new updates now make my iphone6s die at 40% battery? Or if charged overnight to 100% it dies as soon as its unlocked,en,KEEP,119483_thread_353,1.0
119483,2,119482,AppleSupport,support,2017-11-22 16:19:29+00:00,@142508 Battery life is important. We'd be happy to look into this with you. Can you provide us the iOS version you're using? This can be located in Settings &gt; General &gt; About &gt; Version.,119483,119481,1,False,,,,119483_thread_353,2.0
119483,3,119481,142508,customer,2017-11-23 22:44:18+00:00,@AppleSupport Thanks for looking into this for me. I’m using iOS version 11.1.2(15B202),119482,119480,1,False,Thanks for looking into this for me. I’m using iOS version 11.1.2(15B202),en,KEEP,119483_thread_353,3.0
119483,4,119480,AppleSupport,support,2017-11-23 22:49:52+00:00,@142508  We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,119481,,0,False,,,,119483_thread_353,4.0
119488,1,119488,142509,customer,2017-11-23 22:34:20+00:00,"So is Logic Pro X not supported by macOS High Sierra? @115858 @AppleSupport  ?
Is that why the software isn’t working?",,119487,1,False,So is Logic Pro X not supported by macOS High Sierra? ? Is that why the software isn’t working?,en,KEEP,119488_thread_354,1.0
119488,2,119487,AppleSupport,support,2017-11-23 22:38:26+00:00,"@142509 If you're having trouble with Logic Pro X, we recommend contacting our experts by phone that can help with this. Here's a link to get started: https://t.co/IBIY3vMgPj",119488,119486,1,False,,,,119488_thread_354,2.0
119488,3,119486,142509,customer,2017-11-23 22:42:31+00:00,@AppleSupport I need someone to contact me and assist me personally. I wouldn't want to be waiting for ever and not speak to anyone like last time.,119487,119484,1,False,I need someone to contact me and assist me personally. I wouldn't want to be waiting for ever and not speak to anyone like last time.,en,KEEP,119488_thread_354,3.0
119488,4,119484,AppleSupport,support,2017-11-23 22:49:25+00:00,"@142509 The link in our last tweet allows you to arrange a call-back. We can also create that for you if needed, meet us in DM so we can gather the information to proceed if you prefer. https://t.co/GDrqU22YpT",119486,119485,1,False,,,,119488_thread_354,4.0
119488,5,119485,142509,customer,2017-11-23 23:03:04+00:00,@AppleSupport Information sent.,119484,,0,False,Information sent.,unknown,KEEP,119488_thread_354,5.0
119492,1,119492,142510,customer,2017-11-23 17:18:01+00:00,"Yes, I’m looking for my playlists. What happened to them? @118936 @AppleSupport @115948 @118721 #iTunes #Apple https://t.co/lB3mfRYPyT",,119491,1,False,"Yes, I’m looking for my playlists. What happened to them? iTunes Apple",en,KEEP,119492_thread_355,1.0
119492,2,119491,AppleSupport,support,2017-11-23 18:12:29+00:00,"@142510 Thanks for reaching out. Do you currently have iCloud Music Library enabled? Also, let us know the iOS you're running on your iPhone and we'll take it from there.",119492,119490,1,False,,,,119492_thread_355,2.0
119492,3,119490,142510,customer,2017-11-23 22:39:04+00:00,"@AppleSupport Thank you, @AppleSupport I’m occupied for the holiday, but will try ASAP. #HappyThanksgiving",119491,119489,1,False,"Thank you, I’m occupied for the holiday, but will try ASAP. HappyThanksgiving",en,KEEP,119492_thread_355,3.0
119492,4,119489,AppleSupport,support,2017-11-23 22:46:56+00:00,@142510 You are very welcome. Happy Holidays!,119490,,0,False,,,,119492_thread_355,4.0
119495,1,119495,142511,customer,2017-11-23 22:34:49+00:00,@AppleSupport My iPhone 6s control center has started to look like this https://t.co/npPW9e76k9,,119493,1,False,My iPhone 6s control center has started to look like this,en,KEEP,119495_thread_357,1.0
119495,2,119493,AppleSupport,support,2017-11-23 22:45:52+00:00,@142511 We'd like to help. What version of iOS are you running on this iPhone? Have you restarted the device recently?,119495,119494,1,False,,,,119495_thread_357,2.0
119495,3,119494,142511,customer,2017-11-23 22:49:47+00:00,@AppleSupport The iOS version is 11.1.2. I restored the device last week and the its uptime since last shutdown is less than 24 hours,119493,119496,1,False,The iOS version is 11.1.2. I restored the device last week and the its uptime since last shutdown is less than 24 hours,en,KEEP,119495_thread_357,3.0
119495,4,119496,AppleSupport,support,2017-11-23 23:01:26+00:00,@142511 Thanks. Did you install any new software or updates prior to experiencing this issue?,119494,119497,1,False,,,,119495_thread_357,4.0
119495,5,119497,142511,customer,2017-11-23 23:20:26+00:00,@AppleSupport I have not installed any new appliaction. Anyway automatic application updates are enabled so I cannot determine which of the ones that were installed today might be coincident with the exact time frame when the issue appeared.,119496,119498,1,False,I have not installed any new appliaction. Anyway automatic application updates are enabled so I cannot determine which of the ones that were installed today might be coincident with the exact time frame when the issue appeared.,en,KEEP,119495_thread_357,5.0
119495,6,119498,AppleSupport,support,2017-11-23 23:36:00+00:00,@142511 Got it. Let's look into this further via DM. Let us know if you're able to access the Control Center preferences via Settings. https://t.co/GDrqU22YpT,119497,"119499,119500",2,True,,,,119495_thread_357,6.0
119495,7,119500,142511,customer,2017-11-23 23:40:10+00:00,"@AppleSupport I have an ongoing conversation related to internet connectivity with my router, it will overlap if I go into DM with @AppleSupport again",119498,,0,False,"I have an ongoing conversation related to internet connectivity with my router, it will overlap if I go into DM with again",en,KEEP,119495_thread_357,7.0
119495,8,119499,142511,customer,2017-11-23 23:42:07+00:00,"@AppleSupport Yes, I even tried to add another control and its icon appeared on top of the ones that overlap in the bottom left corner.",119498,119501,1,False,"Yes, I even tried to add another control and its icon appeared on top of the ones that overlap in the bottom left corner.",en,KEEP,119495_thread_356,7.0
119495,9,119501,AppleSupport,support,2017-11-23 23:58:57+00:00,@142511 Thanks for that info. Let's go ahead and get to DM so we'll have more room to work and can collect some more information on this. https://t.co/GDrqU22YpT,119499,,0,False,,,,119495_thread_356,8.0
119503,1,119503,142512,customer,2017-11-23 22:20:43+00:00,"@115858 Two step verification with phone number I don't have anymore, this is very dangerous as I now have no way of using my phone to contact anyone! HELP!",,119502,1,False,,,,119503_thread_358,1.0
119503,2,119502,AppleSupport,support,2017-11-23 22:39:27+00:00,"@142512 We know it's important to be able to access your Apple ID. 
Take a look at this article, under the section, ""What if I don’t have access to a trusted device"" to see what to do if you no longer have you're trusted phone number: https://t.co/RONuUjClwW",119503,,0,False,,,,119503_thread_358,2.0
119505,1,119505,142513,customer,2017-11-23 22:21:42+00:00,@AppleSupport Any idea when the #AirPower will be released?? @115858 #Apple,,119504,1,False,Any idea when the AirPower will be released?? Apple,en,KEEP,119505_thread_359,1.0
119505,2,119504,AppleSupport,support,2017-11-23 22:38:57+00:00,@142513 We appreciate your interest and encourage you to stay up to date on Apple news here: https://t.co/EjP4Lifg56,119505,,0,False,,,,119505_thread_359,2.0
119509,1,119509,142514,customer,2017-11-23 22:19:32+00:00,When your phone vibrates like crazy thinking your loved with messages...nope just a dodgy charger 🤦‍♂️ #iphoneproblems @115858,,119508,1,False,,,,119509_thread_360,1.0
119509,2,119508,AppleSupport,support,2017-11-23 22:33:00+00:00,@142514 Hello there. We don't want you having an issue with charging your iPhone. Can you let us know if this is an Apple manufactured charging cable?,119509,119507,1,False,,,,119509_thread_360,2.0
119509,3,119507,142514,customer,2017-11-23 22:34:10+00:00,@AppleSupport Yeah it’s an Apple manufacture charger cable,119508,119506,1,False,Yeah it’s an Apple manufacture charger cable,en,KEEP,119509_thread_360,3.0
119509,4,119506,AppleSupport,support,2017-11-23 22:38:00+00:00,@142514 Let us know when this first began in a DM. We'll continue from there to explore options to ensure your iPhone is getting charged like it should be. https://t.co/GDrqU22YpT,119507,,0,False,,,,119509_thread_360,4.0
119512,1,119512,142515,customer,2017-11-23 22:21:26+00:00,@AppleSupport Hey I'm having trouble with a defective iPhone. It's impossible to pick up signal with this phone. Can you please help me? Thanks!,,119510,1,False,Hey I'm having trouble with a defective iPhone. It's impossible to pick up signal with this phone. Can you please help me? Thanks!,en,KEEP,119512_thread_361,1.0
119512,2,119510,AppleSupport,support,2017-11-23 22:38:00+00:00,@142515 We can certainly take a look at this with you. What model iPhone do you have? Are you having these reception issues only while you're in certain areas?,119512,119511,1,False,,,,119512_thread_361,2.0
119512,3,119511,142515,customer,2017-11-23 23:30:57+00:00,@AppleSupport It's a iPhone 6s and i cannot get signal anywhere.,119510,119513,1,False,It's a iPhone 6s and i cannot get signal anywhere.,en,KEEP,119512_thread_361,3.0
119512,4,119513,AppleSupport,support,2017-11-23 23:44:00+00:00,@142515 When did this first start? Which version of the iOS is currently installed?,119511,119514,1,False,,,,119512_thread_361,4.0
119512,5,119514,142515,customer,2017-11-23 23:48:38+00:00,@AppleSupport It started in may. 11.1.2,119513,119515,1,False,It started in may. 11.1.2,en,KEEP,119512_thread_361,5.0
119512,6,119515,AppleSupport,support,2017-11-23 23:56:56+00:00,"@142515 Check out the following article and try out the steps it suggestsL: https://t.co/5KootZbxj1

If this does not resolve the issue, let us know via DM which country you are in and who your carrier is, then we can go from there. https://t.co/GDrqU22YpT",119514,,0,False,,,,119512_thread_361,6.0
119518,1,119518,142517,customer,2017-11-23 22:22:18+00:00,@AppleSupport if you accidentally text a number that you've blocked will that message be received by them?,,"119517,119519",1,False,if you accidentally text a number that you've blocked will that message be received by them?,en,KEEP,119518_thread_362,1.0
119518,2,119517,AppleSupport,support,2017-11-23 22:36:29+00:00,"@142517 That’s a great question. If you send that number a text, they will receive it but you will not receive any messages from them in response. Here is a link that will tell you more: https://t.co/rYxZGDk3Lz",119518,,0,False,,,,119518_thread_362,2.0
119522,1,119522,142518,customer,2017-11-23 22:23:46+00:00,Why the website doesn’t work?! @115858 @AppleSupport,,119520,1,False,Why the website doesn’t work?!,en,KEEP,119522_thread_363,1.0
119522,2,119520,AppleSupport,support,2017-11-23 22:34:52+00:00,@142518 Hi there. Which site are you trying to visit? Have you tried a different browser? Let us know.,119522,119521,1,False,,,,119522_thread_363,2.0
119522,3,119521,142518,customer,2017-11-23 22:43:16+00:00,@AppleSupport AppStore.. https://t.co/y0366PDd4Z,119520,,0,False,AppStore..,unknown,KEEP,119522_thread_363,3.0
119524,1,119524,142519,customer,2017-11-23 22:19:23+00:00,@AppleSupport is the Animal Crossing game on the Mac App Store?,,119523,1,False,is the Animal Crossing game on the Mac App Store?,en,KEEP,119524_thread_364,1.0
119524,2,119523,AppleSupport,support,2017-11-23 22:34:00+00:00,@142519 Hey there! Thanks for asking; we'd love to help with this! Animal Crossing is available for iOS devices running iOS 9 or later. It's not currently available for Mac computers.,119524,,0,False,,,,119524_thread_364,2.0
119526,1,119526,142520,customer,2017-11-23 22:16:49+00:00,"@AppleSupport ""we're here to provide tips, tricks and helpful information"" ok so can you help me then?",,"119527,119525",1,False,"""we're here to provide tips, tricks and helpful information"" ok so can you help me then?",en,KEEP,119526_thread_365,1.0
119526,2,119525,AppleSupport,support,2017-11-23 22:33:28+00:00,@142520 We know how important your music is and we'll be happy to help out with this missing music. Let's chat over in Direct Message. Let us know what all has gone missing.,119526,,0,False,,,,119526_thread_365,2.0
119529,1,119529,142521,customer,2017-11-23 22:25:15+00:00,Thank you @AppleSupport for supporting me with #Notes,,119528,1,False,Thank you for supporting me with Notes,en,KEEP,119529_thread_366,1.0
119529,2,119528,AppleSupport,support,2017-11-23 22:33:00+00:00,@142521 Our pleasure! Thanks for reaching out. We love a happy ending.,119529,,0,False,,,,119529_thread_366,2.0
119531,1,119531,142522,customer,2017-11-23 22:23:03+00:00,"@AppleSupport hi can you please help me? my iphone 7 keeps freezing, it has happened like 5 times today and I have to restart my phone every time that that happens bc my screen doesn’t react",,119530,1,False,"hi can you please help me? my iphone 7 keeps freezing, it has happened like 5 times today and I have to restart my phone every time that that happens bc my screen doesn’t react",en,KEEP,119531_thread_367,1.0
119531,2,119530,AppleSupport,support,2017-11-23 22:32:29+00:00,"@142522 We’d love to help with the performance of your iPhone. To start, please send us a DM confirming which software version you’re using. You can tap Settings &gt; General &gt; About to locate the software version. https://t.co/GDrqU22YpT",119531,,0,False,,,,119531_thread_367,2.0
119534,1,119534,142523,customer,2017-11-23 22:14:20+00:00,Have to say I’m unfortunately falling out of love with my @115858  IPhone this draining of the battery since the ISO update is wearing thin @AppleSupport #bloodyupdate I’m sure updates are supposed to enhance not hinder,,"119532,119536",1,False,Have to say I’m unfortunately falling out of love with my IPhone this draining of the battery since the ISO update is wearing thin bloodyupdate I’m sure updates are supposed to enhance not hinder,en,KEEP,119534_thread_368,1.0
119534,2,119532,AppleSupport,support,2017-11-23 22:32:29+00:00,@142523 We'll gladly assist. Are you updated all the way to iOS 11.1.2? Which device are you using? Check these tips for maximizing your battery life. https://t.co/bivpdfBNJ6,119534,119533,1,False,,,,119534_thread_368,2.0
119534,3,119533,142523,customer,2017-11-23 23:04:11+00:00,@AppleSupport Just updated to 11.1.2  fingers crossed for tomorrow,119532,119535,1,False,Just updated to 11.1.2 fingers crossed for tomorrow,en,KEEP,119534_thread_368,3.0
119534,4,119535,142524,customer,2017-11-24 13:57:57+00:00,@142523 @AppleSupport It took me 5 hours to swap over for iPhone 6 to 8 other night.....😡😡,119533,,0,False,It took me 5 hours to swap over for iPhone 6 to 8 other night.....,en,KEEP,119534_thread_368,4.0
119538,1,119538,142525,customer,2017-11-23 22:20:15+00:00,@115858 the Basingstoke store has the most useless and unhelpful bunch of staff I have ever met. Turning me down and refusing to help me with a manufacturing fault of my phone. Expect me to sort out my own phone or fob me off to the network I brought it from.,,119537,1,False,,,,119538_thread_369,1.0
119538,2,119537,AppleSupport,support,2017-11-23 22:30:27+00:00,@142525 We'd like to look further into what's going on with you. Please meet us in DM so we can gather additional details. https://t.co/GDrqU22YpT,119538,,0,False,,,,119538_thread_369,2.0
119540,1,119540,142526,customer,2017-11-23 21:33:22+00:00,I got a brand new iPhone yesterday and I’m having the same problems that I had with the old one....@115858,,119539,1,False,,,,119540_thread_370,1.0
119540,2,119539,AppleSupport,support,2017-11-23 22:29:29+00:00,@142526 We'd like to help. What kind of issues are you having? We can provide you with specific troubleshooting steps based on that.,119540,,0,False,,,,119540_thread_370,2.0
11988,1,11988,118357,customer,2017-11-01 01:22:52+00:00,@115858 this glitch is blowing mine. please fix it.,,11987,1,False,,,,11988_thread_371,1.0
11988,2,11987,AppleSupport,support,2017-11-01 01:28:26+00:00,@118357 We're here to help with any issues you may be having. Tell us what's going on to get started.,11988,,0,False,,,,11988_thread_371,2.0
11992,1,11992,118358,customer,2017-11-01 01:05:39+00:00,@115858 @AppleSupport your latest iOS update had made my phone slower and apps like iMessage are slow to open and load.  What’s up with this?,,11989,1,False,your latest iOS update had made my phone slower and apps like iMessage are slow to open and load. What’s up with this?,en,KEEP,11992_thread_373,1.0
11992,2,11989,AppleSupport,support,2017-11-01 01:25:36+00:00,@118358 Hi. We are here to help. What is the specific iOS version that you have?,11992,"11990,11991",2,True,,,,11992_thread_373,2.0
11992,3,11991,118358,customer,2017-11-01 02:09:02+00:00,@AppleSupport 11.1 iPhone 6,11989,,0,False,11.1 iPhone 6,unknown,KEEP,11992_thread_373,3.0
11992,4,11990,118358,customer,2017-11-01 02:09:04+00:00,@AppleSupport 11.1,11989,11993,1,False,11.1,unknown,KEEP,11992_thread_372,3.0
11992,5,11993,AppleSupport,support,2017-11-01 02:19:32+00:00,@118358 Got it. Let's continue to look further into this in DM: https://t.co/GDrqU22YpT,11990,,0,False,,,,11992_thread_372,4.0
11996,1,11996,118359,customer,2017-10-31 19:07:52+00:00,"#iPhone8 is great but I wasn’t aware of the strong vibration. Anywhere I sit my phone, it vibrates off of that surface &amp; now this @115858 https://t.co/DjaomnWYAW",,11995,1,False,,,,11996_thread_374,1.0
11996,2,11995,118359,customer,2017-11-01 01:19:19+00:00,@115858 @AppleSupport any suggestions???,11996,11994,1,False,any suggestions???,unknown,KEEP,11996_thread_374,2.0
11996,3,11994,AppleSupport,support,2017-11-01 01:25:00+00:00,@118359 We'd like to look at service options with you. Let's take a look at this in DM. https://t.co/GDrqU22YpT,11995,,0,False,,,,11996_thread_374,3.0
12000,1,12000,118360,customer,2017-11-01 01:16:44+00:00,what’s up with the letter “i” man? pls fix. i’m annoyed. @115858 @AppleSupport,,11997,1,False,what’s up with the letter “i” man? pls fix. i’m annoyed.,en,KEEP,12000_thread_376,1.0
12000,2,11997,AppleSupport,support,2017-11-01 01:22:53+00:00,@118360 You've come to the right place. May we ask when you started to notice the situation?,12000,"11998,11999",2,True,,,,12000_thread_376,2.0
12000,3,11998,118360,customer,2017-11-01 01:25:29+00:00,@AppleSupport a couple of days ago. it’s been happening on a few of my friends’ phones as well.,11997,12001,1,False,a couple of days ago. it’s been happening on a few of my friends’ phones as well.,en,KEEP,12000_thread_376,3.0
12000,4,12001,AppleSupport,support,2017-11-01 01:33:00+00:00,@118360 Thank you for that info. Is this happening with all the apps or only a select few? https://t.co/GDrqU22YpT,11998,12002,1,False,,,,12000_thread_376,4.0
12000,5,12002,118360,customer,2017-11-01 01:34:19+00:00,@AppleSupport It’s happening in all my apps. I’m thinking there’s a problem with the keyboard.,12001,12003,1,False,It’s happening in all my apps. I’m thinking there’s a problem with the keyboard.,en,KEEP,12000_thread_376,5.0
12000,6,12003,AppleSupport,support,2017-11-01 01:54:29+00:00,@118360 Thank you for confirming that. Let's discuss this further in DM. https://t.co/GDrqU22YpT,12002,,0,False,,,,12000_thread_376,6.0
12000,7,11999,118361,customer,2017-11-01 02:04:29+00:00,@AppleSupport @118360 Saturday.,11997,,0,False,Saturday.,unknown,KEEP,12000_thread_375,3.0
12010,1,12010,118362,customer,2017-10-31 18:57:52+00:00,@115858 so IOS 11 reduced avg battery life from 240 minutes to 96?? Seriously I would rather have my batter explode and get a new one...,,12009,1,False,,,,12010_thread_377,1.0
12010,2,12009,AppleSupport,support,2017-10-31 19:05:36+00:00,@118362 We'd like to work with you. May we ask what type of iOS device you have? Let us know to get started.,12010,12006,1,False,,,,12010_thread_377,2.0
12010,3,12006,118362,customer,2017-11-01 01:08:26+00:00,@AppleSupport I app. the reply. Iphone 7+. Not finishing for an 8 or an X just fix the SW. I can’t go another week with the 7+,12009,12004,1,False,I app. the reply. Iphone 7+. Not finishing for an 8 or an X just fix the SW. I can’t go another week with the 7+,en,KEEP,12010_thread_377,3.0
12010,4,12004,AppleSupport,support,2017-11-01 01:16:00+00:00,@118362 We're asking which version you're running as we released iOS 11.1 today. It may help address the issues you've been experiencing.,12006,12005,1,False,,,,12010_thread_377,4.0
12010,5,12005,118362,customer,2017-11-01 03:15:12+00:00,@AppleSupport No it doesn’t address.  Nothing even included about battery improvement on the SW release notes from what I can see.,12004,12007,1,False,No it doesn’t address. Nothing even included about battery improvement on the SW release notes from what I can see.,en,KEEP,12010_thread_377,5.0
12010,6,12007,AppleSupport,support,2017-11-01 12:10:41+00:00,@118362 We want to make sure your iPhone works the way you expect it to. Let's get paired up in DM to get started. https://t.co/GDrqU22YpT,12005,12008,1,False,,,,12010_thread_377,6.0
12010,7,12008,118362,customer,2017-11-01 18:16:47+00:00,@AppleSupport So I sent you a DM and didn’t get a response. Are you actually willing to help or just trying to take it offline? Software upgrade was done,12007,,0,False,So I sent you a DM and didn’t get a response. Are you actually willing to help or just trying to take it offline? Software upgrade was done,en,KEEP,12010_thread_377,7.0
12013,1,12013,118363,customer,2017-11-01 01:10:38+00:00,Excuse me @115858 @AppleSupport:  when y’all gonna address the fact that some glitch is turning Is into hieroglyphics?!,,"12011,12020",1,False,Excuse me : when y’all gonna address the fact that some glitch is turning Is into hieroglyphics?!,en,KEEP,12013_thread_380,1.0
12013,2,12011,AppleSupport,support,2017-11-01 01:15:29+00:00,@118363 We want your predictions to be accurate. Please DM us with the current version of iOS you have. https://t.co/GDrqU22YpT,12013,12012,1,False,,,,12013_thread_380,2.0
12013,3,12012,118364,customer,2017-11-01 02:07:11+00:00,"@AppleSupport @118363 @AppleSupport me, @118361, and @907 are all having the same issue. Any fix?",12011,12014,1,False,"me, , and are all having the same issue. Any fix?",en,KEEP,12013_thread_380,3.0
12013,4,12014,118363,customer,2017-11-01 03:05:06+00:00,@118364 @AppleSupport @118361 @907 Per Apple this is the fix... I’m not sure who they think has the time for all this.  They need to release and update &amp; stop playing https://t.co/fjqcdB68mM,12012,12015,1,False,Per Apple this is the fix... I’m not sure who they think has the time for all this. They need to release and update & stop playing,en,KEEP,12013_thread_380,4.0
12013,5,12015,118364,customer,2017-11-01 03:08:44+00:00,@118363 @AppleSupport @118361 @907 Girl wtf?!?! Dis tew much 😰,12014,"12016,12017",2,True,Girl wtf?!?! Dis tew much,en,KEEP,12013_thread_380,5.0
12013,6,12016,118361,customer,2017-11-01 03:13:22+00:00,@118364 @118363 @AppleSupport @907 Who the hell got this kind of time 😂😂,12015,,0,False,Who the hell got this kind of time,en,KEEP,12013_thread_380,6.0
12013,7,12017,118365,customer,2017-11-01 22:54:35+00:00,@118364 @118363 @AppleSupport @118361 @907 Man I’m having the same problem. Thought EYE was alone. Was just about to accept life without ever using the word “I” anymore.,12015,"12018,12019",2,True,Man I’m having the same problem. Thought EYE was alone. Was just about to accept life without ever using the word “I” anymore.,en,KEEP,12013_thread_379,6.0
12013,8,12018,AppleSupport,support,2017-11-01 23:33:29+00:00,"@118365 We want to take a look into this with you. DM us your current iOS version, and we’ll start there. https://t.co/GDrqU22YpT",12017,,0,False,,,,12013_thread_379,7.0
12013,9,12019,118361,customer,2017-11-02 18:58:16+00:00,@118365 @118364 @118363 @AppleSupport @907 try this guys if you haven’t figured it out yet https://t.co/Qa8lX6rPYB,12017,,0,False,try this guys if you haven’t figured it out yet,en,KEEP,12013_thread_378,7.0
12023,1,12023,118366,customer,2017-11-01 01:08:57+00:00,@115858 why does my uppercase letter “I️” look so weird. Fix it please,,12021,1,False,,,,12023_thread_381,1.0
12023,2,12021,AppleSupport,support,2017-11-01 01:15:00+00:00,"@118366 We can help! What keyboards do you have added? Is this issue only occurring in messages, or in other applications as well?",12023,12022,1,False,,,,12023_thread_381,2.0
12023,3,12022,118366,customer,2017-11-01 01:16:17+00:00,"@AppleSupport The only keyboard I️ have is whatever my iPhone came with. It’s occurring in everything: messages, social media, emailing ect.",12021,12024,1,False,"The only keyboard I have is whatever my iPhone came with. It’s occurring in everything: messages, social media, emailing ect.",en,KEEP,12023_thread_381,3.0
12023,4,12024,AppleSupport,support,2017-11-01 01:34:51+00:00,@118366 We'd like to take a closer look. Send us a DM and we can start there. https://t.co/GDrqU22YpT,12022,,0,False,,,,12023_thread_381,4.0
120620,1,120620,142816,customer,2017-11-23 23:23:39+00:00,@AppleSupport I can not close apps while on my iphoneX (during an active call),,120618,1,False,I can not close apps while on my iphoneX (during an active call),en,KEEP,120620_thread_382,1.0
120620,2,120618,AppleSupport,support,2017-11-23 23:28:00+00:00,@142816 We'd like to help. This article will explain how to force quit apps on your iPhone: https://t.co/RqqIctrDWV,120620,120619,1,False,,,,120620_thread_382,2.0
120620,3,120619,142816,customer,2017-11-23 23:45:03+00:00,@AppleSupport IPhone X please and during a phone call,120618,120621,1,False,IPhone X please and during a phone call,en,KEEP,120620_thread_382,3.0
120620,4,120621,AppleSupport,support,2017-11-23 23:54:30+00:00,"@142816 The article we provided also has the steps to use with your iPhone X. If that doesn't work for you, please let us know what happens when you try those steps.",120619,120622,1,False,,,,120620_thread_382,4.0
120620,5,120622,142816,customer,2017-11-24 00:11:53+00:00,"@AppleSupport Sorry, didn’t read it all the way through. I try that, but during an active phone call, they will not close by swiping or from pressing the close button. Nothing happens, sometimes my phone will freeze up temporarily. (No longer than 5 seconds)",120621,120623,1,False,"Sorry, didn’t read it all the way through. I try that, but during an active phone call, they will not close by swiping or from pressing the close button. Nothing happens, sometimes my phone will freeze up temporarily. (No longer than 5 seconds)",en,KEEP,120620_thread_382,5.0
120620,6,120623,AppleSupport,support,2017-11-24 00:18:25+00:00,@142816 Are the applications on the iPhone X and the iOS all fully updated to the most recent versions? What apps are open when you have an active call?,120622,120624,1,False,,,,120620_thread_382,6.0
120620,7,120624,142816,customer,2017-11-24 00:19:26+00:00,"@AppleSupport Fully updated, and I had Facebook, Twitter, Amazon, and YouTube open. Applications/IOS are both updated to most recent",120623,120625,1,False,"Fully updated, and I had Facebook, Twitter, Amazon, and YouTube open. Applications/IOS are both updated to most recent",en,KEEP,120620_thread_382,7.0
120620,8,120625,AppleSupport,support,2017-11-24 00:39:00+00:00,@142816  When you make active calls are you utilizing the Wi-Fi calls feature? Have you attempted to disconnect the Wi-Fi and make a call? This would only be to test if your connection with those apps's internet connection causes any disturbance. Send us a DM. https://t.co/GDrqU22YpT,120624,,0,False,,,,120620_thread_382,8.0
120632,1,120632,142817,customer,2017-11-23 23:09:25+00:00,My phone restarted 3 times it was on 50% then 100% &amp; now its stuck on 1% I kept it on the charger for 4 hours &amp; its still 1% @AppleSupport,,120631,1,False,My phone restarted 3 times it was on 50% then 100% & now its stuck on 1% I kept it on the charger for 4 hours & its still 1%,en,KEEP,120632_thread_384,1.0
120632,2,120631,AppleSupport,support,2017-11-23 23:17:29+00:00,"@142817 We'd like to help out. If you disconnect from the charger does your iPhone immediately power off? Also, when you navigate to Settings &gt; Battery are you seeing a notice about service being needed? Let us know and we'll continue to assist.",120632,120628,1,False,,,,120632_thread_384,2.0
120632,3,120628,142817,customer,2017-11-23 23:19:14+00:00,@AppleSupport This is what im getting https://t.co/xGcgiTRijM,120631,120626,1,False,This is what im getting,en,KEEP,120632_thread_384,3.0
120632,4,120626,AppleSupport,support,2017-11-23 23:25:31+00:00,"@142817 Thanks for the screenshot. If the charger is disconnected does your iPhone stay powered on? If so, after a normal restart does the percentage remain at 1% or show full as expected?",120628,120627,1,False,,,,120632_thread_384,4.0
120632,5,120627,142817,customer,2017-11-24 00:07:41+00:00,@AppleSupport It turned off after i took it off the charger &amp; its still on 1% after its restarted,120626,"120629,120630",2,True,It turned off after i took it off the charger & its still on 1% after its restarted,en,KEEP,120632_thread_384,5.0
120632,6,120630,142817,customer,2017-11-24 00:10:17+00:00,@AppleSupport Even if its on the charger it just restarted again,120627,,0,False,Even if its on the charger it just restarted again,en,KEEP,120632_thread_384,6.0
120632,7,120629,AppleSupport,support,2017-11-24 00:13:50+00:00,@142817 OK. Have you tried charging with multiple cables? Let us know in DM. https://t.co/GDrqU22YpT,120627,,0,False,,,,120632_thread_383,6.0
